song_name,song_id,duration,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,album_name,album_id,album_release_date,artist_name,artist_id
See No More,6i1G2W9bvO1vPLIiDHr3Dv,232573,39,0.515,0.0175,0.805,0.0,0.208,-4.918,0.0555,161.763,0.466,Fastlife,6SlmQkbJgeBMluCbxT6A9b,2011,Joe Jonas,7gbmX8SsfjEjxDMzBi1ZOL
Just In Love,6jqLYLrZFoLSOyMTnJWC8X,207293,38,0.666,0.000428,0.856,1.05e-05,0.0715,-6.101,0.0291,99.991,0.693,Fastlife,6SlmQkbJgeBMluCbxT6A9b,2011,Joe Jonas,7gbmX8SsfjEjxDMzBi1ZOL
Mr. Loverman,2IVsRhKrx8hlQBOWy4qebo,216880,78,0.639,0.245,0.526,2.43e-05,0.25,-6.697,0.0256,130.033,0.488,Montgomery Ricky,25paSmOYSF03s81DCNqQn3,2016-04-08,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Line Without a Hook,5NvOZCjZaGGGL597exlQWv,249587,78,0.432,0.262,0.652,0.0,0.258,-4.969,0.0285,190.028,0.507,Montgomery Ricky,25paSmOYSF03s81DCNqQn3,2016-04-08,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
This December,3gjRRs7gmh3Euynu1cau1d,181920,64,0.659,0.0253,0.873,0.0,0.132,-4.873,0.0504,139.946,0.891,Montgomery Ricky,25paSmOYSF03s81DCNqQn3,2016-04-08,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
My Heart Is Buried in Venice,02H1K5Cw9Ar89b35XwSEw6,184867,61,0.67,0.441,0.413,8.63e-05,0.0902,-8.117,0.0273,112.011,0.145,Montgomery Ricky,25paSmOYSF03s81DCNqQn3,2016-04-08,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Talk to You,6suxUONtPxkEPL3JHGX9SX,214724,57,0.514,0.048,0.671,0.000218,0.194,-7.048,0.0287,179.934,0.356,Edits,6Ux5Oh3nIRkezubTZqNBdl,2022-12-16,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Out Like a Light,7yR5ZDif2glYMnFP73uRMm,256019,56,0.522,0.17,0.458,0.00244,0.072,-7.785,0.0275,125.973,0.359,Out Like a Light,5WkeRCxwT334ZsVni6JzLN,2017-06-16,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Cabo,1wAj295BWDUClM0Ndecs4o,147760,54,0.628,0.0625,0.907,0.0,0.103,-4.034,0.0462,145.041,0.962,Montgomery Ricky,25paSmOYSF03s81DCNqQn3,2016-04-08,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Line Without a Hook (feat. mxmtoon),4dHdqpGaO9km4TEw9nNQSR,251281,54,0.589,0.0658,0.605,0.0,0.332,-7.237,0.0273,95.084,0.503,Line Without a Hook (feat. mxmtoon),6uDkQYNploKRDP7Pu36DNz,2021-02-05,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Snow,4WpvTgKsoU6efxHued4HBt,276467,53,0.592,0.316,0.649,0.0,0.112,-5.724,0.0292,149.95,0.409,Montgomery Ricky,25paSmOYSF03s81DCNqQn3,2016-04-08,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Sorry for Me,44olvKgVfAJMgRtxjup3xN,197514,50,0.513,0.159,0.494,1.5e-05,0.102,-7.407,0.0278,145.147,0.316,Edits,6Ux5Oh3nIRkezubTZqNBdl,2022-12-16,Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw
Espresso,2qSkIjg1o9h3YT9RAgYN75,175459,99,0.701,0.107,0.76,6.54e-05,0.185,-5.478,0.0285,103.969,0.69,Espresso,5quMTd5zeI9yW5UDua8wS4,2024-04-12,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
Feather,2Zo1PcszsT9WQ0ANntJbID,185553,89,0.791,0.0736,0.694,1.75e-06,0.0958,-4.332,0.0335,123.508,0.826,emails i can’t send fwd:,2g4aJTa5ejGpp0O0GKzWAQ,2023-03-17,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
Nonsense,6dgUya35uo964z7GZXM07g,163648,88,0.74,0.0268,0.697,0.0,0.224,-4.912,0.034,138.992,0.732,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz,2022-07-15,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
because i liked a boy,32FhTAAjKZaBein150o3Px,196458,79,0.386,0.363,0.592,0.0,0.117,-7.299,0.374,146.879,0.161,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz,2022-07-15,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
Looking at Me,59tskctgqUmjCWAwhzYAFm,181120,77,0.681,0.00398,0.798,5.11e-06,0.0542,-4.367,0.0375,105.99,0.516,Singular Act II,19KilSbbeHRFFZM7ChwTdP,2019-07-19,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
On My Way,3BomnHfqKZCdPJC9bkGBjE,193959,70,0.522,0.0291,0.697,0.0,0.319,-5.288,0.103,169.775,0.235,World Of Walker,3KrkQ77DF9OUB0aOzKFYOF,2021-11-26,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
Read your Mind,4Wos0h9ECU2Z3oJMTQxpbc,207850,74,0.672,0.0111,0.803,0.0,0.0782,-5.061,0.049,120.058,0.578,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz,2022-07-15,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
You Need Me Now? (feat. Sabrina Carpenter),34qaGPDvfWqp3F4iD5nGhf,186378,69,0.543,0.00397,0.854,0.0,0.0335,-4.4,0.172,144.037,0.644,I'M DOING IT AGAIN BABY!,5QaKu3YoUJNglyaKixaegf,2024-04-12,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
emails i can’t send,2qLyo5FeWquE7HBUbcVnEy,104408,71,0.515,0.757,0.387,0.0,0.622,-10.614,0.192,86.313,0.408,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz,2022-07-15,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
Vicious,6Alp15t6urC4opjJiyOqZu,149891,70,0.721,0.308,0.457,0.0,0.258,-6.916,0.159,129.98,0.63,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz,2022-07-15,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B
All I Ever Need,0YEsfwQpG7ofdIiHWA0dHi,213747,63,0.708,0.117,0.647,0.0,0.111,-6.128,0.0298,129.95,0.654,The Secret,0dcqVluuyFBCScCqH7uAwx,2014,Austin Mahone,04abdnqPQe2N4fjztDea6z
Mmm Yeah (feat. Pitbull),2n3CaPGPLYnYAvTEwKCX8t,231625,62,0.712,0.00266,0.922,1.9e-06,0.268,-3.902,0.0411,125.984,0.976,The Secret,0dcqVluuyFBCScCqH7uAwx,2014,Austin Mahone,04abdnqPQe2N4fjztDea6z
Háblame Bajito,70KrTGi9dJdTwpvxeF7FhQ,269333,41,0.663,0.122,0.642,1.36e-05,0.0991,-4.614,0.26,184.059,0.265,A Cámara Lenta,6m8uWpqYf0g6DnIWw7nu4l,2018-11-30,Austin Mahone,04abdnqPQe2N4fjztDea6z
Dirty Work,4lOl0HrfYkHJXOgwFkZO1B,187867,42,0.795,0.27,0.672,0.0,0.061,-3.681,0.0661,104.988,0.911,Dirty Work,5O4DW6AozZf27m92gmWkCG,2015-07-01,Austin Mahone,04abdnqPQe2N4fjztDea6z
Send It (feat. Rich Homie Quan),5G674ePHPwtbRbo4E5noZl,181003,50,0.735,0.186,0.585,0.0,0.115,-6.252,0.0979,147.065,0.692,Send It (feat. Rich Homie Quan),0mQUo8qTCCxTWXcC0Eqo2L,2016-08-18,Austin Mahone,04abdnqPQe2N4fjztDea6z
What About Love,52vS7mJ0a70Z4uRCfl8SjH,203344,48,0.632,0.000157,0.784,3.6e-05,0.037,-7.457,0.0393,100.019,0.278,The Secret,0dcqVluuyFBCScCqH7uAwx,2014,Austin Mahone,04abdnqPQe2N4fjztDea6z
Say You're Just a Friend (feat. Flo Rida),1qzrXebgUeRjCagXFNECHe,182526,46,0.738,0.00222,0.743,0.0,0.134,-4.73,0.0574,99.975,0.711,Say You're Just a Friend (feat. Flo Rida),2Sl0wCLJ39GUFweFRBy0Eh,2014,Austin Mahone,04abdnqPQe2N4fjztDea6z
Lady (feat. Pitbull),1osegSGQFc94XXrHU1esXU,211278,45,0.751,0.166,0.829,7.14e-05,0.341,-4.906,0.0828,125.959,0.672,For Me + You,485tVv2Eq2LvU2AzsZALgc,2016-12-30,Austin Mahone,04abdnqPQe2N4fjztDea6z
Say Somethin',7HqYOEh2TWUVZD3yXMe0R0,167227,45,0.637,0.0019,0.873,0.0,0.496,-2.948,0.0417,129.967,0.909,Say Somethin',31XVpM1QHNASuVWVBwGMRR,2012-01-05,Austin Mahone,04abdnqPQe2N4fjztDea6z
Shadow,1ofZ9Z1vtapD3BW6nJqjvj,228449,43,0.587,0.81,0.367,0.0,0.209,-7.485,0.0275,76.946,0.37,The Secret,0dcqVluuyFBCScCqH7uAwx,2014,Austin Mahone,04abdnqPQe2N4fjztDea6z
Like Strangers Do,0Wc6cbF38a90b8wov9V63F,160791,61,0.633,0.515,0.242,0.0,0.0839,-8.523,0.0761,98.219,0.694,Like Strangers Do,3fFTDPRQZRpbH5pgqvepFZ,2019-10-18,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Slow Dance (feat. Ava Max),0zdQxu4k1jGlT2VxDokAcX,178815,51,0.673,0.201,0.405,0.0,0.0748,-7.661,0.0499,127.892,0.317,SKYVIEW,7nkAfiUqBFSD19EwyvCShv,2021-10-08,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Used to Be,6Vt5LdwSUvbcDfWThqnBK5,174785,50,0.47,0.465,0.458,0.0,0.108,-6.546,0.0421,118.19,0.21,SKYVIEW,7nkAfiUqBFSD19EwyvCShv,2021-10-08,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Slow Dance (feat. Ava Max) - Sam Feldt Remix,2wenGTypSYHXl1sN1pNC7X,193548,54,0.732,0.114,0.85,2.02e-06,0.0388,-5.999,0.0444,124.024,0.372,Slow Dance (feat. Ava Max) [Sam Feldt Remix],6Ol6C42O7AWnTkj8pHMHWv,2019-10-25,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Hate You + Love You,0HZrIMj3eTfLMK7Ef5llW1,201919,42,0.762,0.0321,0.693,0.0,0.131,-4.669,0.0331,139.984,0.609,"HELLRAISERS, Part 1",5NXJVouKAFjwszJA8FxUY7,2021-05-07,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
I Don't Want You Back,38nKfxyRrjYfx0ODX1W5yB,224144,51,0.613,0.591,0.347,0.0,0.0959,-6.486,0.034,109.764,0.25,Hopeful,2HkUMYp8oYG62y7qKK2olM,2018-07-20,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
All My Friends,5Xq7KPZSONkhHx6DFTAbTz,172787,48,0.62,0.0488,0.64,0.0,0.0647,-5.285,0.0334,90.032,0.445,All My Friends,63hf1KQx1rRyB3xTl1QpPj,2019-03-01,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Lovers On The Moon,76h8bwq5WuPl7lLoLVFqJq,178685,47,0.824,0.0573,0.564,0.0,0.107,-5.383,0.0459,136.973,0.831,SKYVIEW,7nkAfiUqBFSD19EwyvCShv,2021-10-08,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Flowers on the Moon,42aQ6rmccKofpjfWgEkJoo,208360,46,0.536,0.741,0.468,1.19e-05,0.0897,-7.938,0.0434,132.77,0.189,Flowers on the Moon,7dvzNaKLIa5GkcrDcHleVp,2024-03-15,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
Foolish,6a6NIKcPbhjKhn996fTNnS,190373,33,0.527,0.0505,0.777,1.8e-06,0.0911,-4.465,0.135,177.021,0.247,Foolish (Sped Up + Slowed Down),3lHcssN0BTEQD5To17733C,2024-01-18,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77
I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,175238,89,0.561,0.00383,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,I'm Good (Blue),7M842DMhYVALrXsw3ty7B3,2022-08-26,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
In the Name of Love,23L5CiUhw2jV1OIMwthR3S,195707,80,0.501,0.109,0.519,0.0,0.454,-5.88,0.0409,133.99,0.168,In the Name of Love,1FOJ5IXGXe8dl0cXvCU6wK,2016-07-29,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,251467,77,0.756,0.0184,0.674,0.0,0.158,-6.518,0.0959,111.995,0.389,When It's Dark Out,09Q3WwGYsQe5ognkvVkmCu,2015-12-04,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,164205,71,0.642,0.0476,0.772,0.0,0.0646,-6.61,0.0848,153.995,0.589,Expectations,4TOkZvtqNpg5UHyGxCn0mS,2018-06-22,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
One in a Million,3YfGTvsTAWGC2lgoDOikUz,160530,75,0.454,0.238,0.931,0.000623,0.289,-4.083,0.0321,137.945,0.462,One in a Million,65L5VcKGKe6sOJIPNFc0Q1,2023-08-04,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
Deep In Your Love,0sftzYE0YgPHXrvJyUyGjB,144649,74,0.588,0.0243,0.88,6.89e-05,0.0667,-5.15,0.0354,130.085,0.523,Deep In Your Love,3QkffLjHLnGMUgMAvrOgrs,2024-01-12,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
Say My Name,4wqIXeDppYSMXaWsnTzpzT,198947,67,0.703,0.137,0.66,0.0,0.192,-5.119,0.123,95.033,0.79,7: Anniversary Edition,0GJU424RiEyYQTLbZcHVA7,2018,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
Chase It (Mmm Da Da Da),08APpCYHGsbJ2N9jhRgLQY,169207,72,0.75,0.0281,0.725,0.00322,0.0864,-7.055,0.0493,131.976,0.276,Chase It (Mmm Da Da Da),7LWwnuLW7GNZ8qdw4yPKzN,2024-05-17,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,195519,70,0.63,0.00281,0.694,0.0,0.0719,-6.257,0.0253,97.005,0.216,Expectations,4TOkZvtqNpg5UHyGxCn0mS,2018-06-22,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,202805,69,0.653,0.00413,0.718,0.0,0.0537,-5.232,0.213,82.034,0.216,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",3U1X1wd3lX7EteWYhS2hpT,2017-11-18,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb
Hide Away,7fPyCCiXVwbzPQ1MtoUChl,191368,82,0.884,0.222,0.826,2.29e-06,0.0651,-3.672,0.0853,94.997,0.465,"Sit Still, Look Pretty",3NoYyHEGIa8as1c0cisZAt,2016-10-07,Daya,6Dd3NScHWwnW6obMFbl1BH
Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,208373,81,0.533,0.156,0.869,0.00538,0.136,-5.093,0.173,159.805,0.425,Don't Let Me Down,2SByipSK8eZ2pasaIwwzhf,2016-02-05,Daya,6Dd3NScHWwnW6obMFbl1BH
"Sit Still, Look Pretty",6ZtiywT2Qm50a1uR0jlY35,207761,74,0.846,0.286,0.734,8.27e-05,0.425,-3.601,0.108,90.98,0.717,"Sit Still, Look Pretty",3NoYyHEGIa8as1c0cisZAt,2016-10-07,Daya,6Dd3NScHWwnW6obMFbl1BH
Hide Away (Alan Walker Remix),2hTlaUQWoevROx9V9oYt7f,137538,66,0.869,0.0209,0.605,0.0245,0.0424,-6.882,0.0938,130.02,0.505,Hide Away (Alan Walker Remix),2nJlv1pIys7dtM2vhiUL2N,2024-05-10,Daya,6Dd3NScHWwnW6obMFbl1BH
Heart over Mind,5jiDsY3XhlJ7TsByrQ4npm,189392,61,0.631,0.000473,0.738,5.42e-06,0.182,-3.442,0.0278,117.011,0.365,Walkerworld,2pElzwHGoJr3zPA05onhr0,2023-11-10,Daya,6Dd3NScHWwnW6obMFbl1BH
Feel Good (with Daya),0Ev562zA4pmUsBqjxsxxdx,248156,63,0.625,0.22,0.707,0.0,0.213,-4.761,0.0337,138.064,0.479,Feel Good (with Daya),1fP5UnRB0WNWNHSZRHsRCR,2017-03-03,Daya,6Dd3NScHWwnW6obMFbl1BH
New,4tERsdVCLtLtrGdFBf9DGC,230880,60,0.715,0.052,0.742,2.47e-05,0.364,-4.331,0.0347,106.971,0.322,New,2d0gY2dVxHmpcOLvQqQ7NL,2017-10-11,Daya,6Dd3NScHWwnW6obMFbl1BH
Don't Let Me Down (feat. Daya) - Illenium Remix,15BlympuVSfZFROojEMY2M,218933,60,0.428,0.0751,0.656,0.181,0.15,-3.712,0.075,79.648,0.355,Don't Let Me Down (Remixes) (feat. Daya),5yhNY3zM1Vx1oaL3GYTWIZ,2016-05-27,Daya,6Dd3NScHWwnW6obMFbl1BH
Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,179746,59,0.754,0.0944,0.653,0.0,0.383,-5.095,0.0611,123.084,0.379,Insomnia,673e3sPgdJWrPAIBvaKysa,2019-03-08,Daya,6Dd3NScHWwnW6obMFbl1BH
I Wanna Know,5NYiAtgAFWCwEpfSZOHFA7,206727,57,0.428,0.504,0.849,6.1e-06,0.203,-4.417,0.0775,82.759,0.108,NOVA,5ZMLw1ZQa3bGlEmD7H8HUd,2018-07-27,Daya,6Dd3NScHWwnW6obMFbl1BH
Scott Street,6Uwi2Qk3H7fM4b4W4ExrAp,305001,74,0.508,0.77,0.417,0.0928,0.0887,-9.632,0.0296,134.944,0.483,Stranger in the Alps,0qWcLfCZ8wtcoOdX14oGNI,2017-09-22,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Motion Sickness,5xo8RrjJ9CVNrtRg2S3B1R,229760,74,0.651,0.774,0.546,0.0437,0.0842,-9.021,0.0357,107.021,0.623,Stranger in the Alps,0qWcLfCZ8wtcoOdX14oGNI,2017-09-22,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Waiting Room,04mAOoQNsXmDJlyupJwmkO,393962,73,0.531,0.339,0.289,0.000358,0.134,-10.065,0.0286,129.753,0.12,"Lost Ark Studio Compilation, Vol. 8",1SiSNGAf4CVJgF63NJyTw9,2016-08-12,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
The Gold - Phoebe Bridgers Version,7qcXUzPwoxSBFxjTbNrV0B,233227,71,0.299,0.816,0.399,0.00117,0.147,-12.176,0.0376,158.253,0.302,The Gold (Phoebe Bridgers Version),5pCfjopxazLdvmLae6My9w,2018-07-13,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,344693,71,0.323,0.33,0.323,0.0229,0.233,-10.268,0.0351,111.826,0.256,Punisher,6Pp6qGEywDdofgFC1oFbSH,2020-06-18,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Funeral,3rJDsZjIaCfJQSqRUvl0BM,232373,66,0.218,0.947,0.263,0.00028,0.0919,-14.416,0.0376,170.724,0.307,Stranger in the Alps,0qWcLfCZ8wtcoOdX14oGNI,2017-09-22,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Moon Song,46RNrAkGsqWTDrv2ZPOAbx,277677,67,0.339,0.869,0.243,0.00369,0.107,-12.512,0.056,154.909,0.183,Punisher,6Pp6qGEywDdofgFC1oFbSH,2020-06-18,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Kyoto,4vjvx7Zxkb4AltGcZ0BBvI,184524,66,0.6,0.0467,0.749,0.295,0.0915,-6.889,0.0419,131.024,0.485,Punisher,6Pp6qGEywDdofgFC1oFbSH,2020-06-18,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Graceland Too,1WCjhRs2WBgyeGaybCX2Po,236350,64,0.448,0.871,0.338,0.0,0.117,-10.373,0.0296,149.552,0.351,Punisher,6Pp6qGEywDdofgFC1oFbSH,2020-06-18,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Savior Complex,5BN59BDczcpxstFKILIH0q,241640,64,0.377,0.931,0.44,0.0196,0.105,-11.878,0.0325,128.999,0.224,Punisher,6Pp6qGEywDdofgFC1oFbSH,2020-06-18,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Want U Back,5InWRmnfgjVwQWoXHNBATu,214013,61,0.696,0.0662,0.893,0.0,0.473,-2.963,0.076,97.954,0.573,Sticks & Stones,0z5qKyh9ys3kk9oLEzgG5l,2011-11-07,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
None Of My Business,2SPEg45ZaUFJCg9GwNmRvw,184005,57,0.793,0.428,0.488,0.0,0.0823,-5.807,0.0462,133.957,0.5,None Of My Business,6Np7PYk4uftUoNc4hOKu8v,2018-10-19,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
I Wish (feat. T.I.),4trx1lgbQ9FtrI5V9Y8C5Y,212347,49,0.62,0.0627,0.812,0.0,0.876,-5.673,0.181,91.97,0.683,Sorry I'm Late,7tG9wuLLbhOx38KY9JBTU7,2014-05-23,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
Swagger Jagger,5ojIBrEAUKWkI5BSoWGGFu,192000,44,0.663,0.0132,0.84,0.0,0.496,-2.85,0.083,128.071,0.609,Sticks & Stones,0z5qKyh9ys3kk9oLEzgG5l,2011-11-07,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
With Ur Love (feat. Mike Posner),13CLRmU5f8vvqnrt1DKoQW,225613,44,0.551,0.0106,0.86,0.0,0.175,-2.11,0.0431,169.989,0.723,Sticks & Stones,0z5qKyh9ys3kk9oLEzgG5l,2011-11-07,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
Sirens,2wg4TZ4WENyLGhOoQncz6r,235093,43,0.682,0.065,0.802,0.0,0.107,-2.803,0.0422,116.972,0.411,Sorry I'm Late,7tG9wuLLbhOx38KY9JBTU7,2014-05-23,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
One Drink Away,7i7DaXk1g3da6G3421Gi3i,145214,43,0.824,0.164,0.665,0.0,0.0614,-5.128,0.0988,102.952,0.695,One Drink Away,3F4xo2sFJtPZChG8HwHYj2,2020-10-02,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
Baddest,65ffWlQCk6XeKX50CDYgib,151200,40,0.719,0.0034,0.828,1.1e-05,0.155,-6.08,0.157,100.084,0.363,Baddest,0ayLG9HLt07N00Ycl60y5J,2021-05-07,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
Lost,67oXeTZpWaR6rfAEQc5JWS,175260,37,0.633,0.223,0.5,0.0,0.129,-7.853,0.143,149.703,0.167,Lost,6nNZZI1zbGOaxkLlHH7o2O,2020-04-24,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
Bind Your Love,0aUq6uNfcjI9jmV0Kb3hU8,216173,36,0.632,0.0346,0.824,0.0,0.0875,-4.401,0.0317,93.985,0.604,Sorry I'm Late,7tG9wuLLbhOx38KY9JBTU7,2014-05-23,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k
Risk,73c7iqH4lCVqu4tm66i0tY,191567,82,0.727,0.498,0.491,0.0,0.133,-6.031,0.0592,113.027,0.471,Risk,3oFBS1h6VV2eJl1Ynhq4Yw,2024-05-01,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,167538,81,0.445,0.731,0.455,1.47e-06,0.124,-6.405,0.0575,109.885,0.151,minor,2UZw04wDxLVceADw2Gi1Qy,2020-07-14,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
Mess It Up,0PLhwCmQ7cC3ThRGPn3HxF,171280,74,0.765,0.245,0.582,8.21e-05,0.154,-4.528,0.12,132.992,0.36,Mess It Up,6VnfHoGb1PKxRPmjNBmeMf,2021-05-07,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
Feels Like,35IcAVSMsU9qzHfpPbvC8A,152318,73,0.617,0.702,0.483,0.000216,0.121,-7.359,0.0458,144.99,0.176,This Is What It Feels Like,7l2g05NyprwonSFIs2y8at,2021-11-12,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
"Everywhere, Everything (with Gracie Abrams)",745JbQYxoYIegHzHTUxETp,257668,67,0.299,0.538,0.357,0.0,0.133,-9.731,0.0372,179.664,0.278,Stick Season (Forever),3qBWNcWifNhUKJAWzswdJY,2024-02-09,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
I know it won't work,33uKUpu9ZXsHhcxRLoxnWI,245629,71,0.654,0.536,0.584,3.37e-05,0.136,-8.95,0.0557,119.896,0.468,Good Riddance (Deluxe),78YYcghEDz2dHRx0EcDGXZ,2023-06-16,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
21,5meVa5klVlJalupZTvv5XX,185173,67,0.755,0.514,0.671,0.0,0.109,-6.331,0.0872,125.056,0.409,minor,2UZw04wDxLVceADw2Gi1Qy,2020-07-14,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
Stay,0Uon5NsSAkBDx69XYOaQ5P,177153,66,0.618,0.883,0.37,0.0,0.123,-10.5,0.0543,114.26,0.433,Stay,5wjbd3QuTtEVuNRlIY0o4Q,2019-11-21,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
Where do we go now?,47oXF9VHCqabVcjd2gZBpa,243600,63,0.615,0.438,0.674,0.0471,0.116,-10.677,0.0415,151.034,0.674,Good Riddance (Deluxe),78YYcghEDz2dHRx0EcDGXZ,2023-06-16,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
Best,5HO2RD12vZ5NcIdAULo43M,233499,63,0.595,0.82,0.365,7.22e-05,0.108,-10.604,0.0368,121.918,0.396,Good Riddance (Deluxe),78YYcghEDz2dHRx0EcDGXZ,2023-06-16,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
Made You Look,0QHEIqNKsMoOY5urbzN48u,134256,82,0.834,0.34,0.522,1.59e-06,0.0783,-3.574,0.0703,145.035,0.854,Takin' It Back,4LVa9bljQRvLYpWr8qyaXs,2022-10-21,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz
Been Like This,3t7MOVjzXyqT7vPw4eNrAV,145765,78,0.709,0.235,0.712,0.0,0.314,-4.671,0.0755,120.004,0.783,Been Like This,6z4pHWfbnVhZSu8uwKTTic,2024-03-14,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz
Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,225053,76,0.63,0.4,0.53,0.0,0.177,-7.259,0.0434,108.038,0.417,Title (Deluxe),5W98Ab4VvQEuFEE4TIe5fE,2015-01-09,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz
Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,184227,76,0.655,0.375,0.782,0.0,0.317,-4.789,0.185,79.427,0.832,Title (Deluxe),5W98Ab4VvQEuFEE4TIe5fE,2015-01-09,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz
